Año solicitud;Año Inspección;Año certificación;Mes solicitud;Mes Inspección;Mes Certificación;Canal;Lugar de Trámite;Formato;Expediente;Exportador;Ruc;Producto;Nombre Cientifico;Departamento Origen;Variedad;Cod. Instalación;Contenedores;Precintos;Instalación;Tipo Instalación;Sede;Importador;Cod. Lugar de Producción;Inspector de Inspección;Tipo Vinculo Inspector;Tipo Vinculo Laboral;Inspector  Certificado;Lugar Destino;Tipo Envase;Uso Destinado;Certificación Electrónica;Partida Arancelaria;Des. Partida  Arancelaria;Pais Destino;Razon Social Destino;Certificados Generados;N° Certificado Origen;Lugar de Embarque;Medio Transporte;Estado Solicitud;Estado Inspección;Estado Certificado;Fecha Solicitud SNS2022;Fecha Solicitud Trazabilidad;Fecha Inspección Vuce;Fecha Inspección Trazabilidad;Fecha Inspección SNS2023;Fecha Certificación;Fecha Emision 1erCertificado;Envio Orgánico;Tipo Export;Cantidad Envase;Peso Neto
2025;2025;2025;4;4;4;VUCE;Aeropuerto del Callao;SNS022;2.5006E+11;NAMASKAR SOCIEDAD ANONIMA CERRADA - NAMASKAR S.A.C.;20601413320;ARANDANO, fruto fresco;Vaccinium spp.;ICA;;;;;OFICINATERMINAL AEREO;PCC;LIMACALLAO;VIRTU CO LLC;;MARTINEZ RIVERA WILDER NOE;VINCULO LABORAL;PLAZO INDEFINIDO;MARTINEZ RIVERA WILDER NOE;LOS ANGELES;CAJA(S);MUESTRA;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1642773;1642773;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;25/04/2025;25/04/2025;28/04/2025;28/04/2025;28/04/2025;28/04/2025;28/04/2025;No;EX;1;1.5
2025;2025;2025;6;6;6;VUCE;LIMA CALLAO;SNS022;2.5006E+11;GO EXPORT PERÚ S.A.C.;20612929930;ARANDANO, fruto fresco;Vaccinium corymbosum;LIMA;Ventura;028-00004-PE;;520045, 520046, 520047, 520048, 520049;VERDEFLOR S.A.C.;PE;LIMACALLAO;Radha Krishan Fruit Company;010-13373-23 - 028-05776-01;KELLYE  DIOS PALACIOS;VINCULO LABORAL;EXTERNO;SILVA ALBURQUEQUE DANIEL ENRIQUE;MUMBAI;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;INDIA;;1669093;1669093;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;21/06/2025;21/06/2025;23/06/2025;23/06/2025;23/06/2025;23/06/2025;23/06/2025;No;EX;1,200;1,800.00
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;QORI FOODS S.A.C.;20566127181;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00043-PE;;;QORI FOODS S.A.C.;PE;ANCASH;RIBA SMITH, S.A.;010-59881-02;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1579699;1579699;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;2/01/2025;2/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;85;317.05
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;QORI FOODS S.A.C.;20566127181;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00043-PE;;;QORI FOODS S.A.C.;PE;ANCASH;RIBA SMITH, S.A.;010-59881-02;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1579699;1579699;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;2/01/2025;2/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;180;367.2
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;MMAU-138936-0;227346;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;WALMART CHILE S.A;010-33637-01 - 010-33637-03 - 010-33637-04;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;SAN ANTONIO;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;CHILE;;1579660;1579660;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;4,848;9,892.80
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;FOODGALLERY LTD.;010-33637-03 - 010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1582318;1582318;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;510;765
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1579577;1579577;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;2,550;3,825.00
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-03 - 010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1579579;1579579;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;1,545;4,680.00
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;FOODGALLERY LTD.;010-33637-03 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1579582;1579582;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;510;765
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;FRUTA INTERNACIONAL S.A.;010-33637-03 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;SAN JOSE;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COSTA RICA;;1579585;1579585;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;489;795.42
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;Prismar de Costa Rica S.A.;010-33637-03 - 010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;SAN JOSE;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COSTA RICA;;1579587;1579587;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;396;1,615.68
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;PriceSmart Panamá S.A;010-33637-03 - 010-33637-04;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1579588;1579588;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;132;538.56
2025;2025;;1;1;;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-01 - 010-33637-03 - 010-33637-04;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1582290;1582290;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;7/01/2025;7/01/2025;8/01/2025;8/01/2025;8/01/2025;;8/01/2025;No;EX;1,650;4,162.50
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-03 - 010-33637-04;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1582304;1582304;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;7/01/2025;7/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;1,530;2,295.00
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;SEGU-981967-3;227349;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;MOUNTAIN FARMERS USA CORP;010-33637-01 - 010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1585248;1585248;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;8/01/2025;8/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;4,080;15,275.52
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;EVERFRESH FRUITS IMPORT TRADING SDN. BHD.;010-33637-03 - 010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;KUALA LUMPUR;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;MALASIA;;1582639;1582639;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;765;1,147.50
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;MBG FRUITS SDN BHD;010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;KUALA LUMPUR;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;MALASIA;;1582659;1582659;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;510;765
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;QORI FOODS S.A.C.;20566127181;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00043-PE;;;QORI FOODS S.A.C.;PE;ANCASH;RIBA SMITH, S.A.;010-59881-02;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1584796;1584796;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;9/01/2025;9/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;90;335.7
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;QORI FOODS S.A.C.;20566127181;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00043-PE;;;QORI FOODS S.A.C.;PE;ANCASH;RIBA SMITH, S.A.;010-59881-02;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1584796;1584796;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;9/01/2025;9/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;260;530.4
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;CGMU-703331-2;227350;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;TRUCCO, INC.;010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1586041;1586041;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;13/01/2025;13/01/2025;13/01/2025;13/01/2025;13/01/2025;Si;EX;4,080;15,275.52
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;Prismar de Costa Rica S.A.;010-33637-03 - 010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;SAN JOSE;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COSTA RICA;;1584936;1584936;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;396;1,615.68
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;FRUTA INTERNACIONAL S.A.;010-33637-03 - 010-33637-04;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;SAN JOSE;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COSTA RICA;;1584959;1584959;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;498;870.84
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;COMERCIALIZADORA FRUTAS SALOMON, S.R.L.;010-33637-03;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;SAN JOSE;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COSTA RICA;;1584973;1584973;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;350;525
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-03 - 010-33637-04;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1588464;1588464;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;No;EX;2,805;4,207.50
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;IMPORTADORA AGROCAMPO PANAMÁ S.A.;010-33637-03 - 010-33637-04 - 010-33637-05;LAGUNA CHAVEZ ELIZABETH ISABEL;VINCULO LABORAL;EXTERNO;RAFAEL PANTOJA EDWIN;PANAMA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PANAMA;;1584993;1584993;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;10/01/2025;10/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;11/01/2025;No;EX;255;382.5
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;FOODGALLERY LTD.;010-33637-03 - 010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1588469;1588469;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;14/01/2025;14/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;No;EX;510;765
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;;;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;CP AXTRA PUBLIC COMPANY LIMITED;010-33637-03 - 010-33637-04;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;BANGKOK;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;TAILANDIA;;1588471;1588471;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;14/01/2025;14/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;No;EX;1,470;4,230.00
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;BEAU-970552-9;227348;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;MOUNTAIN FARMERS USA CORP;010-33637-03 - 010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1590254;1590254;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;14/01/2025;14/01/2025;18/01/2025;18/01/2025;18/01/2025;18/01/2025;18/01/2025;No;EX;4,080;15,275.52
2025;2025;2025;1;1;1;VUCE;ANCASH;SNS022;2.5008E+11;EXPORTADORA FRUTICOLA DEL SUR SA;20104902864;ARANDANO, fruto fresco;Vaccinium corymbosum;ANCASH;Emerald;010-00007-PE;MMAU-138475-4;227347;EXPORTADORA FRUTICOLA DEL SUR SA;PE;ANCASH;WALMART INC.;010-33637-01 - 010-33637-03 - 010-33637-04 - 010-33637-05;HENOSTROZA RODRIGUEZ GINA LIZ;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;HENOSTROZA RODRIGUEZ GINA LIZ;HUENEME;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1589214;1589214;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;15/01/2025;15/01/2025;17/01/2025;17/01/2025;17/01/2025;17/01/2025;17/01/2025;No;EX;4,080;15,275.52
