Año solicitud;Año Inspección;Año certificación;Mes solicitud;Mes Inspección;Mes Certificación;Canal;Lugar de Trámite;Formato;Expediente;Exportador;Ruc;Producto;Nombre Cientifico;Departamento Origen;Variedad;Cod. Instalación;Contenedores;Precintos;Instalación;Tipo Instalación;Sede;Importador;Cod. Lugar de Producción;Inspector de Inspección;Tipo Vinculo Inspector;Tipo Vinculo Laboral;Inspector  Certificado;Lugar Destino;Tipo Envase;Uso Destinado;Certificación Electrónica;Partida Arancelaria;Des. Partida  Arancelaria;Pais Destino;Razon Social Destino;Certificados Generados;N° Certificado Origen;Lugar de Embarque;Medio Transporte;Estado Solicitud;Estado Inspección;Estado Certificado;Fecha Solicitud SNS2022;Fecha Solicitud Trazabilidad;Fecha Inspección Vuce;Fecha Inspección Trazabilidad;Fecha Inspección SNS2023;Fecha Certificación;Fecha Emision 1erCertificado;Envio Orgánico;Tipo Export;Cantidad Envase;Peso Neto
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;MMAU-129621-0;534542;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-02 - 009-00249-05 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;HUENEME;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1581062;1581062;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;6/01/2025;6/01/2025;6/01/2025;6/01/2025;No;EX;4,080;16,646.40
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;MEDU-973446-1;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-04 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1582269;1582269;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;2,600;12,480.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-05 - 009-00249-09;RECALDE QUEZADA ERICK RICHARD;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;RECALDE QUEZADA ERICK RICHARD;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1583013;1583013;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;7/01/2025;9/01/2025;9/01/2025;9/01/2025;No;EX;2,300;11,040.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;BEAU-971079-9;534355;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-02 - 009-00249-05 - 009-00249-08 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1582381;1582381;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;6,240;12,729.60
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;BEAU-970711-5;534522;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-02 - 009-00249-08 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1582369;1582369;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;7/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;2,652;10,820.16
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;PLABLUE 15.02 (MADEIRA);009-00015-PE;CGMU-659892-6;534354;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FOODS TRADING (SHANGHAI) CO,LTD;009-00249-05;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;SHENZHEN;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;CHINA;;1581477;1581477;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;2,240;13,440.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-05 - 009-00249-09;CUEVA SANCHEZ SERGIO RUBEN;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;CUEVA SANCHEZ SERGIO RUBEN;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1581441;1581441;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;5/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;2,600;12,480.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-04 - 009-00249-05 - 009-00249-09;RECALDE QUEZADA ERICK RICHARD;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;RECALDE QUEZADA ERICK RICHARD;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1583011;1583011;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;7/01/2025;9/01/2025;9/01/2025;9/01/2025;No;EX;7,800;11,700.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-09;CUEVA SANCHEZ SERGIO RUBEN;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;CUEVA SANCHEZ SERGIO RUBEN;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1582265;1582265;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;5/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;2,600;12,480.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;DrisBlueTwentySix (Raymi);009-00015-PE;MMAU-140454-7;534546;CAMPOSOL S.A.;PE;LA LIBERTAD;DRISCOLL´S INC.;009-00249-05 - 009-00249-21;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;HUENEME;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1582347;1582347;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;3,912;14,646.53
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;MMAU-139551-1;534528;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-02;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;HUENEME;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1583264;1583264;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;8/01/2025;9/01/2025;9/01/2025;9/01/2025;9/01/2025;No;EX;2,652;10,820.16
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;PLABLUE 15.122 (MALIBU);009-00015-PE;CGMU-701721-9;;CAMPOSOL S.A.;PE;LA LIBERTAD;OGL - Foodtrade Lebensmittelvertrieb GmbH;009-00249-02 - 009-00249-04 - 009-00249-05 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;ROTTERDAM PORT;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;PAISES BAJOS;;1581502;1581502;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;4,080;12,240.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;CAAU-408097-6;534357;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-04 - 009-00249-05 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;PHILADELPHIA;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1582307;1582307;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;4,320;16,174.08
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;CAMPOSOL S.A.;20340584237;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00015-PE;MMAU-135254-6;534545;CAMPOSOL S.A.;PE;LA LIBERTAD;CAMPOSOL FRESH USA INC.;009-00249-02 - 009-00249-04 - 009-00249-09;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;HUENEME;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1582477;1582477;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;8/01/2025;8/01/2025;8/01/2025;8/01/2025;No;EX;2,000;12,240.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;AGROBERRIES PERU S.A.C.;20600807685;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00025-PE;CAAU-408093-4;389478;VIRÚ GROUP PERÚ S.A.;PE;LA LIBERTAD;Berry Fresh LLC;009-16574-02 - 009-16574-03 - 009-16574-04 - 009-16574-08;CUEVA SANCHEZ SERGIO RUBEN;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;CUEVA SANCHEZ SERGIO RUBEN;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1580298;1580298;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;5/01/2025;5/01/2025;5/01/2025;5/01/2025;5/01/2025;No;EX;3,840;13,985.28
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;AGROBERRIES PERU S.A.C.;20600807685;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00025-PE;MCAU-603290-4;534201;VIRÚ GROUP PERÚ S.A.;PE;LA LIBERTAD;Berry Fresh LLC;009-16574-06 - 009-16574-08 - 010-62871-01;DIAZ MILLA STEFFANY BRILLY;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;DIAZ MILLA STEFFANY BRILLY;PORT HUENEME;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1583165;1583165;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;8/01/2025;9/01/2025;9/01/2025;9/01/2025;9/01/2025;No;EX;2,388;13,478.69
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;AGROBERRIES PERU S.A.C.;20600807685;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00025-PE;MMAU-133696-7;534200;VIRÚ GROUP PERÚ S.A.;PE;LA LIBERTAD;Berry Fresh LLC;009-16574-02 - 009-16574-03 - 009-16574-06 - 009-16574-08 - 010-62871-01;DIAZ MILLA STEFFANY BRILLY;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;DIAZ MILLA STEFFANY BRILLY;PORT HUENEME;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1583215;1583215;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;8/01/2025;9/01/2025;9/01/2025;9/01/2025;9/01/2025;No;EX;2,764;14,266.94
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HORTIFRUT - PERÚ S.A.C.;20602822533;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Ventura;009-00017-PE;;;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT COLOMBIA SAS;009-29905-06;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;BOGOTA;CAJAS DE PLASTICO;COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COLOMBIA;;1579890;1579890;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;1,344;4,032.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HORTIFRUT - PERÚ S.A.C.;20602822533;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Ventura;009-00017-PE;;;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT COLOMBIA SAS;009-29905-06;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;BOGOTA;CAJAS DE PLASTICO;COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COLOMBIA;;1579896;1579896;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;1,344;4,032.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HORTIFRUT - PERÚ S.A.C.;20602822533;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Rocio;009-00017-PE;;;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT COLOMBIA SAS;009-29905-06 - 009-29905-27;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;BOGOTA;CAJAS DE PLASTICO;COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COLOMBIA;;1579886;1579886;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;672;2,016.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HORTIFRUT - PERÚ S.A.C.;20602822533;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Ventura;009-00017-PE;;;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT COLOMBIA SAS;009-29905-06 - 009-29905-27;ALIAGA ROJAS ERROL AUGUSTO;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;ALIAGA ROJAS ERROL AUGUSTO;BOGOTA;CAJAS DE PLASTICO;COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;COLOMBIA;;1579886;1579886;Aeropuerto del Callao;AEREO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;4/01/2025;No;EX;672;2,016.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;INVERSIONES JORDIE S.A.;20373626466;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Emerald;009-00017-PE;BEAU-971038-2;534194;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT IMPORTS INC.;009-16197-01;DIAZ MILLA STEFFANY BRILLY;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;DIAZ MILLA STEFFANY BRILLY;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1581702;1581702;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;984;3,680.16
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;INVERSIONES JORDIE S.A.;20373626466;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Ventura;009-00017-PE;BEAU-971038-2;534194;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT IMPORTS INC.;009-16197-01;DIAZ MILLA STEFFANY BRILLY;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;DIAZ MILLA STEFFANY BRILLY;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1581702;1581702;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;1,380;5,328.50
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;INVERSIONES JORDIE S.A.;20373626466;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Emerald;009-00017-PE;SEGU-988475-0;534192;HORTIFRUT - PERÚ S.A.C.;PE;LA LIBERTAD;HORTIFRUT IMPORTS INC.;009-16197-01;DIAZ MILLA STEFFANY BRILLY;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;DIAZ MILLA STEFFANY BRILLY;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1581579;1581579;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;6/01/2025;7/01/2025;7/01/2025;7/01/2025;7/01/2025;No;EX;408;1,525.92
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HASS PERU S.A.;20481121966;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00028-PE;MNBU-002574-3;461771;HASS PERU S.A.;PE;LA LIBERTAD;SHENZHEN OHENG IMPORT & EXPORT CO.,LTD.;009-00385-02 - 009-00385-04 - 009-00385-05 - 009-00385-06 - 009-00385-07;GRADOS VEGA CARLA CLAUDIA;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;GRADOS VEGA CARLA CLAUDIA;SHENZHEN;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;CHINA;;1580184;1580184;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;5/01/2025;5/01/2025;5/01/2025;5/01/2025;5/01/2025;No;EX;7,800;11,700.00
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HASS PERU S.A.;20481121966;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;DrisBlueSeven (Stella Blue);009-00028-PE;SEGU-988705-0;389475;HASS PERU S.A.;PE;LA LIBERTAD;DRISCOLL´S INC.;009-00385-02 - 009-00385-04 - 009-00385-05 - 009-00385-06 - 009-00385-07;CUEVA SANCHEZ SERGIO RUBEN;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;CUEVA SANCHEZ SERGIO RUBEN;MIAMI, FL.;CAJA(S);CONSUMO;SI;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;EEUU;;1580189;1580189;Puerto de Paita;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;4/01/2025;5/01/2025;5/01/2025;5/01/2025;No;EX;4,080;15,667.20
2025;2025;2025;1;1;1;VUCE;CTD VIRU - LA LIBERTAD;SNS022;2.5076E+11;HASS PERU S.A.;20481121966;ARANDANO, fruto fresco;Vaccinium corymbosum;LA LIBERTAD;Biloxi;009-00028-PE;MNBU-040169-2;389477;HASS PERU S.A.;PE;LA LIBERTAD;Shenzhen Yueshi Supply Chain Management Co., Ltd.;009-00385-05 - 009-00385-06 - 009-00385-07;CUEVA SANCHEZ SERGIO RUBEN;VINCULO LABORAL;CONTRATO ADMINISTRATIVO DE SERVICIO;CUEVA SANCHEZ SERGIO RUBEN;SHENZHEN;CAJA(S);CONSUMO;NO;0810.40.00.00;ARANDANOS ROJOS, MIRTILOS Y DEMAS FRUTOS DEL GENERO VACCINIUM, FRESCOS;CHINA;;1580367;1580367;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;3/01/2025;3/01/2025;4/01/2025;5/01/2025;5/01/2025;5/01/2025;5/01/2025;No;EX;1,560;2,340.00
